官方邮箱,起点,运营单位,抽签,最后编辑人,状态,分项规模,赛事,最后编辑时间,创建人,完赛经历要求,报名费,体检报告,联系电话,省份,赛事等级,创建时间,报名渠道,比赛路线,主办单位,奖牌,官网,比赛日期,缴费时间,退出机制,比赛项目,出签日期,总规模,微信公众号,报名开启时间,报名截止时间
jinanmarathon@126.com,大明湖风景名胜区,山东广播电视台,✔️,,已结束,6000/12000/12000,济南（泉城）马拉松,,,半程或以上,180/150/80,自行评估,0531-66661234,山东,A,,官网/微信/小程序 / 数字心动 / 马拉马拉 / 润赛美佳 / 最酷,,山东省体育局 / 济南市人民政府,,https://inanmarathon.iqilu.comj,2025-10-19 00:00,中签后缴费,无,全程 / 半程 / 短距离,2025-09-01 00:00,30000,济南马拉松,2025-07-30 10:00,2025-08-19 18:00
,,浙江中迹体育发展有限公司,❌,,已结束,3000/9000/4000,宁夏黄河金岸（吴忠）马拉松,,,未提及,160/130/60,自行评估,400-111-1042,宁夏,A,,官网/微信/小程序,,宁夏回族自治区体育局 / 吴忠市人民政府,,http://nxhhjamarathon.spoorts.cn,2025-09-21 00:00,报名时缴费,无,全程 / 半程 / 短距离,,16000,宁夏黄河金岸吴忠马拉松,2025-07-10 10:00,2025-08-18 17:00
,,厦门文广体育有限公司,✔️,,已结束,3000/9000/8000,潍坊马拉松,,,未提及,180/150/80,自行评估,,山东,A,,官网/微信/小程序 / 数字心动,,潍坊市人民政府,,https://weifangmarathon.irunner.mobi,2025-10-19 15:50,报名时缴费,,全程 / 半程 / 短距离,2025-08-06 00:00,20000,潍坊马拉松,2025-07-10 15:00,2025-07-29 18:00
,重庆龙兴足球场,重庆云动风行体育文化传播有限公司,❌,,已结束,7000/8000,重庆两江摇滚半程马拉松,,,未提及,150/80,未提及,17316784625,重庆,B,,官网/微信/小程序 / 数字心动,,重庆两江新区管理委员会,,,2025-10-18 00:00,报名时缴费,,半程 / 短距离,,15000,云动重庆,2025-08-21 10:00,2025-09-29 18:00
,烟台滨海广场,烟台永辉体育发展有限公司,✔️,,已结束,7000/13000/4000,烟台马拉松,,,半程或以上 / 10km及以上,180/150/80,自行评估,15006555096,山东,A,,官网/微信/小程序,,烟台市人民政府 / 烟台市体育局,,,2025-10-19 16:31,中签后缴费,无,全程 / 短距离,2025-06-23 16:32,24000,永辉体育,2025-05-20 10:19,2025-06-10 23:59
nxydwltiyu@163.com,人民广场西街,悦动未来（宁夏）体育文化发展有限公司,✔️,,已结束,12000/8000,全国职工半程马拉松赛（银川站）,,,未提及,100/50,自行评估,,宁夏,A,,数字心动,,中国职工国际旅行社总社 / 宁夏回族自治区总工会 / 宁夏回族自治区体育局 / 银川市人民政府,,,2025-09-27 00:00,报名时缴费,无,半程 / 短距离,,20000,悦动体育运动汇,2025-07-15 10:00,2025-08-22 23:59
,宁远印山公园,,❌,,已结束,2000/3000/4000,宁远九嶷山马拉松,,,未提及,150/100/40,未提及,13875890767,湖南,A,,数字心动,,湖南省体育局 / 永州市人民政府,,,2025-10-19 00:00,报名时缴费,9月20日前可退,全程 / 半程 / 短距离,,9000,宁远九嶷山马拉松,2025-07-04 10:00,2025-09-30 18:00
yulinmarathon@163.com,,威赢赛事运营有限公司,✔️,,已结束,5000/7000/8000,榆林马拉松,,,未提及,160/160/80,自行评估,029-85361589,陕西,A,,官网/微信/小程序 / 智赛通,,陕西省体育局 / 榆林市人民政府,,https://www.yulin-marathon.com,2025-09-21 00:00,中签后缴费,,全程 / 半程 / 短距离,2025-07-23 00:00,20000,榆林马拉松、威赢赛事,2025-07-03 10:00,2025-07-12 18:00
hsmarathon@163.com,衡水湖·马拉松广场,北京中迹体育管理有限公司,✔️,,已结束,12000/8000,衡水湖马拉松,,,未提及,150/50,自行评估,0318-8883194,河北,A / AIMS / WA,,官网/微信/小程序,,河北省体育局 / 衡水市人民政府,,https://www.hengshuilakemarathon.com,2025-09-21 14:05,报名时缴费,有,全程 / 短距离,2025-08-09 00:00,20000,衡水湖马拉松赛,2025-07-27 10:00,2025-07-31 17:00
xianghumarathon@163.com,杭州湘湖景区,深圳市五环体育产业发展有限公司,✔️,,已结束,7000/5000,杭州湘湖半程马拉松,,,半程或以上,120/80,可用完赛证书,18922800274,浙江,A,,官网/微信/小程序,,杭州市萧山区人民政府,,https://www.xianghumarathon.com,2025-10-19 00:00,报名时缴费,,半程 / 短距离,2025-09-15 00:00,12000,杭州湘湖马拉松,2025-08-25 10:00,2025-08-31 23:59
aishanpao_run@sina.com,滨江公园,广东先奥体育文化传播有限公司,❌,,已结束,2000/3000,中国田径协会10公里精英赛·揭西河婆站,,,未提及,80/50,自行评估,15625671019,广东,A / WA,,官网/微信/小程序 / 数字心动,,中国田径协会 / 揭西县人民政府,https://docimg6.docs.qq.com/image/AgAACG-qqCFQVqykjppF5JfQMiwg19Sw.png?w=912&h=830,,2025-10-19 00:00,报名时缴费,,10km / 短距离,,5000,爱汕跑,2025-08-25 10:00,2025-09-05 20:00
pbbj@baa.org.cn,北京雁栖湖国际会展中心,,✔️,,已结束,5000/10000,怀柔长城马拉松,,,未提及,180/120,自行评估,18511081160,北京,A,,官网/微信/小程序 / 数字心动 / 马拉马拉,,北京市怀柔区人民政府,,https://www.huairougreatwallmarathon.com,2025-09-21 10:41,,,全程 / 半程,2025-08-25 00:00,15000,怀柔长城马拉松,2025-08-08 10:00,2025-08-18 23:59
jinanlupaowenhua@foxmail.com,,济南路跑文化传播有限公司,❌,,已结束,6000/4000,荣成好运角半程马拉松,,,未提及,120/60,必须,0531-87942195,山东,A,,官网/微信/小程序,,威海市体育局 / 荣成市人民政府,,,2025-09-20 00:00,报名时缴费,,半程 / 短距离,,10000,荣成好运角半程马拉松,2025-06-25 10:00,2025-08-15 17:00
,官厅水库国家湿地公园游客中心,中奥智胜（北京）体育发展有限公司,❌,,已结束,1000/2000/2000,官厅湖马拉松,,,马拉松项目需半程以上完赛经历 / 10km及以上,160/120/100,自行评估,13071117160,河北,A,,官网/微信/小程序,,怀来县人民政府,,,2025-09-21 00:00,,,全程 / 半程 / 短距离,,5000,奥盈体育,2025-08-15 10:00,2025-08-25 23:59
pingtoutiyu@126.com,临朐县体育中心,青岛平头体育有限公司,✔️,,已结束,8000/2000,临朐半程马拉松,,,未提及,100/50,自行评估,4000-66-375,山东,B,,官网/微信/小程序 / 数字心动,,临朐县人民政府,,,2025-10-03 00:00,报名时缴费,无,半程 / 短距离,2025-08-12 00:00,10000,临朐马拉松暨警察马拉松,2025-07-23 10:00,2025-08-08 17:00
wangsifan@horisports.com,,深圳中赛体育产业发展有限公司,✔️,,已结束,2000/2000/3000,铁门关半程马拉松,,,未提及,100/60/50,未提及,19399203619,兵团,A,,官网/微信/小程序 / 数字心动,,新疆生产建设兵团第二师铁门关市,,,2025-10-19 00:00,报名时缴费,,半程 / 中距离 / 短距离,2025-09-29 00:00,7000,铁门关马拉松,2025-08-18 10:00,2025-09-19 20:00
klmymarathon@163.com,克拉玛依市体育馆,南京善跑体育科技有限公司,✔️,,已结束,3000/5000/7000,克拉玛依马拉松,,,未提及,150/120/80,自行评估,025-87775902,新疆,A,,官网/微信/小程序,,克拉玛依市人民政府,,https://klmymarathon.xempower.cn,2025-10-06 00:00,报名时缴费,,全程 / 半程 / 短距离,2025-09-15 00:00,15000,克拉玛依马拉松,2025-07-22 10:00,2025-08-31 17:00
rizhaomarathon2025@163.com,人民广场,日照体育发展集团有限公司,❌,,已结束,3000/7000/8000,日照马拉松,,,未提及,150/120/80,自行评估,0633-7676961,山东,B,,官网/微信/小程序,,日照市人民政府,,http://www.rizhaomarathon.com,2025-10-26 00:00,报名时缴费,,全程 / 半程 / 短距离,,18000,日照马拉松,2025-07-25 10:00,2025-08-15 16:00
lohasnet.tw@gmail.com,,,❌,,已结束,3500/5000/3500,新屋魚米之鄉馬拉松,,,未提及,NT$8500/600/400,未提及,(886)05-551-0310,台湾,AIMS,,官网/微信/小程序,,桃園市政府,,https://lohasnet.tw/XinWuMarathon2025/,2025-09-28 00:00,报名时缴费,有,半程 / 10km / 短距离,,12000,,2025-05-20 11:00,2025-08-31 23:59
,玉溪市聂耳文化广场-生态广场,四川博捷体育文化传播有限公司,✔️,,已结束,4000/10000/6000,玉溪马拉松,,,未提及,200/150/60,必须,13529388388,云南,A,,官网/微信/小程序 / 数字心动,,云南省体育局 / 玉溪市人民政府,,https://sichuanbojiesports.com,2025-10-03 00:00,报名时缴费,,全程 / 半程 / 短距离,2025-08-25 00:00,20000,玉溪马拉松,2025-07-22 10:00,2025-08-15 22:00
fx-marathon@xempower.cn,果都大观园,南京冠奥宝德体育发展有限公司,✔️,,已结束,2000/1000,丰县半程马拉松,,,未提及,100/40,自行评估,025-87775902,江苏,B,,官网/微信/小程序,,丰县人民政府,,https://fxmarathon.xempower.cn,2025-10-19 00:00,报名时缴费,抽签前可退,半程 / 短距离,2025-09-24 00:00,3000,丰县半程马拉松,2025-08-18 10:00,2025-09-18 17:00
fangshanhm@126.com,清苑北街,,✔️,,已结束,9000,北京房山良乡大学城半程马拉松,,,未提及,120,自行评估,18518148086,北京,A,,数字心动 / 马拉马拉,https://docimg4.docs.qq.com/image/AgAACG-qqCHfaSQ2TxdG7a6YB0in7LgY.png?w=1080&h=1527,北京市体育局 / 北京市体育总会 / 北京市房山区人民政府,,,2025-10-26 00:00,报名时缴费,无,半程,,9000,北京市田径运动协会,2025-09-26 10:00,2025-10-09 18:00
sh-marathon@xempower.com.cn,泗洪城南公园停车点,南京魔盒信息科技有限公司,✔️,,已结束,2000/4000/4000,泗洪马拉松,,,未提及,150/100/30,自行评估,025-87775902,江苏,A,,官网/微信/小程序,,泗洪县人民政府,,,2025-10-19 00:00,报名时缴费,抽签前可退,全程 / 半程 / 短距离,2025-09-10 00:00,10000,泗洪马拉松,2025-08-07 10:00,2025-08-28 18:00
linyi@gustomail.cn,五洲湖,广西新中体育有限责任公司,✔️,,已结束,6000/14000/15000,临沂马拉松,,,全程 / 半程或以上,150/120/60,可用完赛证书,13866060187,山东,A,,官网/微信/小程序 / 第一赛道,,临沂市人民政府,,https://linyi.sport-china.cn,2025-10-26 00:00,报名时缴费,8月31日18：00前可退改,全程 / 半程 / 短距离,2025-09-12 00:00,35000,临沂体育、2025临沂马拉松、第一赛道,2025-07-10 10:00,2025-08-31 18:00
xiangyangmls@163.com,诸葛亮广场,广州博润体育科技有限公司,✔️,,已结束,5000/9000/8000,襄阳马拉松,,,未提及,150/120/30,自行评估,19086319162,湖北,A,,官网/微信/小程序 / 数字心动,,湖北省体育局 / 襄阳市人民政府,,https://www.xiangyang-marathon.com,2025-10-19 00:00,中签后缴费,无,全程 / 半程 / 短距离,2025-09-10 00:00,22000,襄阳马拉松,2025-08-21 10:00,2025-09-05 18:00
tangshanmarathon@126.com,,唐山瑞跑体育文化传播有限公司,✔️,,已结束,5000/10000,唐山马拉松,,,未提及,150/120,自行评估,0315-2177100,河北,A,,数字心动,,唐山市人民政府,,https://www.tangshan-marathon.com,2025-10-26 00:00,报名时缴费,,全程 / 半程,2025-08-28 00:00,15000,唐山马拉松,2025-08-11 10:00,2025-08-21 10:00
czxthmls@163.com,中国花卉博览园-北门,江苏有迈体育发展股份有限公司,✔️,,已结束,15000,常州西太湖半程马拉松,,,未提及,160,自行评估,,江苏,A / 金标,,官网/微信/小程序 / 数字心动,,中国田径协会 / 常州市武进区人民政府 / 常州市体育局,,https://www.czxthmls.com,2025-10-26 00:00,中签后缴费,报名成功后不可退出,半程,2025-09-12 00:00,15000,常州西太湖半程马拉松、有迈路跑,2025-08-15 10:00,2025-09-07 23:59
yidumarathon@163.com,宜都市体育场,南京极致体育发展有限公司,❌,,已结束,4000/4000,宜都半程马拉松,,,未提及,130/60,自行评估,027-59266510,湖北,B,,官网/微信/小程序 / 高德地图,,宜都市人民政府,,,2025-10-19 00:00,报名时缴费,,半程 / 短距离,,8000,宜都半程马拉松,2025-07-20 10:00,2025-09-22 17:00
events@hkaaa.com,,,❌,,已结束,3500,香港十公里錦標賽,,,未提及,HK$350,未提及,,香港,HK / WA,,官网/微信/小程序,,中国香港田径总会,,https://hkaaa.com/tc/comp_details.php?id=270,2025-10-19 00:00,报名时缴费,,10km,,3500,,2025-08-11 14:00,2025-09-12 14:00
ximahuipao@163.com,西安城墙-永宁门,西安西马汇跑赛事运营有限公司,✔️,,已结束,22000/12000/4000,西安马拉松,,,未提及,200/200/100,自行评估,400-11-42195,陕西,A / 标牌,,官网/微信/小程序,,陕西省体育局 / 西安市人民政府,,https://xi-ma.com,2025-10-19 09:46,中签后缴费,有候补及退出机制,全程 / 半程 / 短距离,2025-08-06 00:00,40000,西马汇跑,2025-07-05 11:00,2025-07-27 18:00
xinyumls@126.com,新余市体育中心,安徽波动体育文化科技有限公司,✔️,,已结束,3000/10000/3000/6000,新余仙女湖马拉松,,,未提及,120/100/60/50,自行评估,,江西,A / 标牌,,官网/微信/小程序 / 数字心动,,江西省体育局 / 新余市人民政府,,,2025-10-26 09:00,报名时缴费,,全程 / 半程 / 中距离 / 短距离,2025-08-11 13:12,22000,仙女湖马拉松,2025-05-20 13:14,2025-07-31 22:00
,泰宁县人民政府,深圳市微马城市发展有限公司,❌,,已结束,7000/3000,泰宁半程马拉松,,,未提及,128/88,未提及,13713809641,福建,B,,官网/微信/小程序,,泰宁县人民政府,,http://www.cityrun.cc/front/marathon/index/uid/15186.html,2025-10-26 00:00,报名时缴费,,半程 / 短距离,,10000,泰宁半程马拉松,2025-08-06 12:00,2025-09-26 23:59
naijirace@163.com,世界葡萄博览园-北门,北京耐吉文化传播有限公司,❌,,已结束,2500/500,张山营阪泉半程马拉松,,,半程或以上,130/100,可用完赛证书,,河北,B,,官网/微信/小程序 / 数字心动 / 第一赛道,,北京市延庆区体育局 / 北京市延庆区张山营镇人民政府 / 北京八达岭文旅集团有限公司,,,2025-09-27 00:00,,,半程 / 短距离,,3000,,2025-08-21 10:00,2025-09-12 17:00
,遗爱清风,湖北互通有道体育科技有限公司,✔️,,已结束,10000,黄冈半程马拉松,,,半程或以上,150,可用完赛证书,19907155622,湖北,A,,官网/微信/小程序 / 数字心动 / 马拉马拉,https://docimg3.docs.qq.com/image/AgAACG-qqCG2LcYBDiJMzpxJmrFDadtQ.png?w=830&h=1093,黄冈市人民政府,,,2025-11-02 00:00,报名时缴费,,半程,2025-10-03 00:00,10000,黄冈马拉松,2025-07-02 10:00,2025-09-28 18:00
,元帅广场,重庆炫豹体育文化产业有限公司,❌,,已结束,1500/2500,重庆江津东方爱情马拉松,,,未提及,180/150,自行评估,023-67302960,重庆,B,,官网/微信/小程序 / 数字心动,,重庆市江津区人民政府,,,2025-11-09 00:00,报名时缴费,,全程 / 半程,,4000,炫豹体育,2025-08-04 10:00,2025-10-15 18:00
,九牛爬坡,广西盈动体育有限公司,❌,,已结束,3000/5000,崇左马拉松,,,未提及,180/150,自行评估,4000661231,广西,A,,官网/微信/小程序 / 数字心动,,广西壮族自治区体育局 / 崇左市人民政府,,,2025-11-09 00:00,报名时缴费,,全程 / 半程,,8000,桂运动、崇左马拉松,2025-09-08 10:00,2025-10-19 23:59
kefu@ihuipao.com,南京奥林匹克体育中心,无锡汇跑体育有限公司,✔️,,已结束,24000,南京马拉松,,,未提及,200,自行评估,400-99-42195,江苏,A / 金标,,官网/微信/小程序 / 数字心动,https://docimg2.docs.qq.com/image/AgAACG-qqCGbhLPAOaFD_r7TOlqy9vwj.jpeg?w=1280&h=2357,南京市人民政府,,https://nanjing.marathon.org.cn,2025-11-16 23:58,中签后缴费,有候补及退出机制,全程,2025-08-18 00:00,24000,南京马拉松,2025-07-23 10:00,2025-08-11 17:00
,,,✔️,,已结束,6000,上海长滩半程马拉松,,,10km及以上,120,自行评估,,上海,B,,官网/微信/小程序 / 数字心动,,上海市体育总会 / 上海市宝山区人民政府,,,2025-11-16 00:00,报名时缴费,,半程,2025-09-26 00:00,6000,宝山体育,2025-08-19 18:00,2025-09-19 12:00
HKDL.10Kweekend@hongkongdisneyland.com,,,❌,,已结束,,香港迪士尼10公里,,,未提及,HK$650/650/650,未提及,,香港,HK / WA,,官网/微信/小程序,,香港国际主题乐园有限公司 / 香港迪士尼管理有限公司 / 中国香港田径总会,,https://www.hongkongdisneyland.com/zh-hk/hkdl/10k-weekend-2025/,2025-11-02 00:00,报名时缴费,,10km / 5km / 短距离,,20000,香港迪士尼乐园度假区,2025-07-29 10:00,2025-09-01 23:59
liandaomarathon@126.com,,江苏飞睿体育文化发展有限公司,❌,,已结束,7000,连云港·连岛半程马拉松赛,,,未提及,120,自行评估,15371011451,江苏,B,,官网/微信/小程序,,连云港市人民政府,,,2025-11-09 00:00,,,半程,,7000,,2025-08-06 10:00,2025-09-29 17:00
huzhoumarathon@126.com,湖州市奥体中心,厦门文广体育有限公司,✔️,,已结束,3000/9000,湖州马拉松,,,未提及,180/160,自行评估,0572-2587703,浙江,A,,官网/微信/小程序 / 数字心动,,湖州市人民政府,,https://hz.xcmsports.com,2025-11-09 00:00,报名时缴费,,全程 / 半程,2025-09-30 00:00,12000,湖州马拉松,2025-09-11 10:00,2025-09-26 18:00
glmarathon@sport-china.cn,,广东新中体育集团有限公司,✔️,,已结束,11000/12000,桂林马拉松,,,半程或以上,200/150,自行评估,,广西,A / 精英,,官网/微信/小程序 / 第一赛道,,广西壮族自治区体育局 / 桂林市人民政府,,http://guilin-marathon.cn/,2025-11-16 22:01,报名时缴费,1.退费（1）已提交报名信息及支付报名费的运动员，可在退费服务截止前，自行在报名系统操作申请退费。（2）抽签结果公布前，申请退赛退费的将不收取任何费用，报名费将在申请后1个工作日内全额原路退回。（3）抽签结果公布后，未中签或审核未通过运动员报名费将在7个工作日内全额原路退回。（4）抽签结果公布后，已中签运动员可在9月25日18:00前在报名页面自行办理退赛退费，在服务截止前退出的退还80%报名费，办理退费后，系统将在2个工作日内将原路退款，9月25日18:00之后不可再退出。,全程 / 半程,2025-09-23 16:07,23000,桂林马拉松,2025-06-05 14:00,2025-09-10 18:00
